SAMPLE	ROLE	FAMILY	HAP1	HAP2
HG00126_hap2	hap2	HG00126	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG00126_2.paf	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG00126_2.paf
HG00126_hap2	hap2	HG00126	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG00126_2.paf	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG00126_2.paf
HG00127_hap1	hap1	HG00127	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG00127_1.paf	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG00127_1.paf
HG00127_hap2	hap2	HG00127	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG00127_2.paf	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG00127_2.paf
HG00128_hap1	hap1	HG00128	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG00128_1.paf	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG00128_1.paf
HG00128_hap2	hap2	HG00128	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG00128_2.paf	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG00128_2.paf
HG00133_hap1	hap1	HG00133	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG00133_1.paf	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG00133_1.paf
HG00133_hap2	hap2	HG00133	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG00133_2.paf	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG00133_2.paf
HG00136_hap1	hap1	HG00136	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG00136_1.paf	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG00136_1.paf
HG00136_hap2	hap2	HG00136	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG00136_2.paf	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG00136_2.paf
HG00140_hap1	hap1	HG00140	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG00140_1.paf	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG00140_1.paf
HG00140_hap2	hap2	HG00140	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG00140_2.paf	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG00140_2.paf
HG00142_hap1	hap1	HG00142	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG00142_1.paf	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG00142_1.paf
HG00142_hap2	hap2	HG00142	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG00142_2.paf	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG00142_2.paf
HG00143_hap1	hap1	HG00143	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG00143_1.paf	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG00143_1.paf
HG00143_hap2	hap2	HG00143	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG00143_2.paf	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG00143_2.paf
HG00145_hap1	hap1	HG00145	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG00145_1.paf	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG00145_1.paf
HG00145_hap2	hap2	HG00145	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG00145_2.paf	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG00145_2.paf
HG00146_hap1	hap1	HG00146	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG00146_1.paf	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG00146_1.paf
HG00146_hap2	hap2	HG00146	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG00146_2.paf	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG00146_2.paf
HG00151_hap1	hap1	HG00151	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG00151_1.paf	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG00151_1.paf
HG00151_hap2	hap2	HG00151	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG00151_2.paf	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG00151_2.paf
HG00171_hap1	hap1	HG00171	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG00171_1.paf	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG00171_1.paf
HG00171_hap1	hap1	HG00171	/net/eichler/vol28/projects/medical_reference/nobackups/asm-to-reference-alignment/results/CHM13/paf/HG00171_1.paf	/net/eichler/vol28/projects/medical_reference/nobackups/asm-to-reference-alignment/results/CHM13/paf/HG00171_1.paf
HG00171_hap1	hap1	HG00171	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG00171_1.paf	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG00171_1.paf
HG00171_hap2	hap2	HG00171	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG00171_2.paf	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG00171_2.paf
HG00171_hap2	hap2	HG00171	/net/eichler/vol28/projects/medical_reference/nobackups/asm-to-reference-alignment/results/CHM13/paf/HG00171_2.paf	/net/eichler/vol28/projects/medical_reference/nobackups/asm-to-reference-alignment/results/CHM13/paf/HG00171_2.paf
HG00171_hap2	hap2	HG00171	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG00171_2.paf	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG00171_2.paf
HG002_hap1	hap1	HG002	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG002_1.paf	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG002_1.paf
HG002_hap2	hap2	HG002	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG002_2.paf	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG002_2.paf
HG00232_hap1	hap1	HG00232	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG00232_1.paf	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG00232_1.paf
HG00232_hap1	hap1	HG00232	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG00232_1.paf	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG00232_1.paf
HG00232_hap2	hap2	HG00232	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG00232_2.paf	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG00232_2.paf
HG00232_hap2	hap2	HG00232	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG00232_2.paf	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG00232_2.paf
HG00233_hap1	hap1	HG00233	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG00233_1.paf	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG00233_1.paf
HG00233_hap2	hap2	HG00233	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG00233_2.paf	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG00233_2.paf
HG00235_hap1	hap1	HG00235	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG00235_1.paf	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG00235_1.paf
HG00235_hap2	hap2	HG00235	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG00235_2.paf	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG00235_2.paf
HG00238_hap1	hap1	HG00238	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG00238_1.paf	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG00238_1.paf
HG00238_hap2	hap2	HG00238	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG00238_2.paf	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG00238_2.paf
HG00240_hap1	hap1	HG00240	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG00240_1.paf	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG00240_1.paf
HG00240_hap2	hap2	HG00240	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG00240_2.paf	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG00240_2.paf
HG00253_hap1	hap1	HG00253	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG00253_1.paf	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG00253_1.paf
HG00253_hap2	hap2	HG00253	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG00253_2.paf	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG00253_2.paf
HG00257_hap1	hap1	HG00257	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG00257_1.paf	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG00257_1.paf
HG00257_hap2	hap2	HG00257	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG00257_2.paf	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG00257_2.paf
HG00263_hap1	hap1	HG00263	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG00263_1.paf	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG00263_1.paf
HG00263_hap2	hap2	HG00263	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG00263_2.paf	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG00263_2.paf
HG00268_hap1	hap1	HG00268	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG00268_1.paf	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG00268_1.paf
HG00268_hap1	hap1	HG00268	/net/eichler/vol28/projects/medical_reference/nobackups/asm-to-reference-alignment/results/CHM13/paf/HG00268_1.paf	/net/eichler/vol28/projects/medical_reference/nobackups/asm-to-reference-alignment/results/CHM13/paf/HG00268_1.paf
HG00268_hap2	hap2	HG00268	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG00268_2.paf	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG00268_2.paf
HG00268_hap2	hap2	HG00268	/net/eichler/vol28/projects/medical_reference/nobackups/asm-to-reference-alignment/results/CHM13/paf/HG00268_2.paf	/net/eichler/vol28/projects/medical_reference/nobackups/asm-to-reference-alignment/results/CHM13/paf/HG00268_2.paf
HG00272_hap1	hap1	HG00272	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG00272_1.paf	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG00272_1.paf
HG00272_hap2	hap2	HG00272	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG00272_2.paf	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG00272_2.paf
HG00277_hap1	hap1	HG00277	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG00277_1.paf	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG00277_1.paf
HG00277_hap2	hap2	HG00277	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG00277_2.paf	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG00277_2.paf
HG00280_hap1	hap1	HG00280	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG00280_1.paf	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG00280_1.paf
HG00280_hap2	hap2	HG00280	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG00280_2.paf	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG00280_2.paf
HG00290_hap1	hap1	HG00290	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG00290_1.paf	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG00290_1.paf
HG00290_hap2	hap2	HG00290	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG00290_2.paf	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG00290_2.paf
HG00320_hap1	hap1	HG00320	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG00320_1.paf	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG00320_1.paf
HG00320_hap2	hap2	HG00320	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG00320_2.paf	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG00320_2.paf
HG00321_hap1	hap1	HG00321	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG00321_1.paf	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG00321_1.paf
HG00321_hap2	hap2	HG00321	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG00321_2.paf	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG00321_2.paf
HG00323_hap1	hap1	HG00323	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG00323_1.paf	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG00323_1.paf
HG00323_hap2	hap2	HG00323	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG00323_2.paf	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG00323_2.paf
HG00326_hap1	hap1	HG00326	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG00326_1.paf	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG00326_1.paf
HG00326_hap2	hap2	HG00326	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG00326_2.paf	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG00326_2.paf
HG00329_hap1	hap1	HG00329	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG00329_1.paf	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG00329_1.paf
HG00329_hap2	hap2	HG00329	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG00329_2.paf	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG00329_2.paf
HG00331_hap1	hap1	HG00331	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG00331_1.paf	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG00331_1.paf
HG00331_hap2	hap2	HG00331	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG00331_2.paf	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG00331_2.paf
HG00337_hap1	hap1	HG00337	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG00337_1.paf	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG00337_1.paf
HG00337_hap2	hap2	HG00337	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG00337_2.paf	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG00337_2.paf
HG00344_hap1	hap1	HG00344	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG00344_1.paf	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG00344_1.paf
HG00344_hap2	hap2	HG00344	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG00344_2.paf	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG00344_2.paf
HG00350_hap1	hap1	HG00350	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG00350_1.paf	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG00350_1.paf
HG00350_hap2	hap2	HG00350	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG00350_2.paf	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG00350_2.paf
HG00355_hap1	hap1	HG00355	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG00355_1.paf	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG00355_1.paf
HG00355_hap2	hap2	HG00355	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG00355_2.paf	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG00355_2.paf
HG00358_hap1	hap1	HG00358	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG00358_1.paf	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG00358_1.paf
HG00358_hap1	hap1	HG00358	/net/eichler/vol28/projects/medical_reference/nobackups/asm-to-reference-alignment/results/CHM13/paf/HG00358_1.paf	/net/eichler/vol28/projects/medical_reference/nobackups/asm-to-reference-alignment/results/CHM13/paf/HG00358_1.paf
HG00358_hap2	hap2	HG00358	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG00358_2.paf	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG00358_2.paf
HG00358_hap2	hap2	HG00358	/net/eichler/vol28/projects/medical_reference/nobackups/asm-to-reference-alignment/results/CHM13/paf/HG00358_2.paf	/net/eichler/vol28/projects/medical_reference/nobackups/asm-to-reference-alignment/results/CHM13/paf/HG00358_2.paf
HG00372_hap1	hap1	HG00372	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG00372_1.paf	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG00372_1.paf
HG00372_hap2	hap2	HG00372	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG00372_2.paf	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG00372_2.paf
HG00408_hap1	hap1	HG00408	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG00408_1.paf	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG00408_1.paf
HG00408_hap2	hap2	HG00408	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG00408_2.paf	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG00408_2.paf
HG00410_hap1	hap1	HG00410	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG00410_1.paf	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG00410_1.paf
HG00410_hap2	hap2	HG00410	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG00410_2.paf	/net/eichler/vol28/projects/medical_reference/nobackups/UW_ONT/NAPU/asm_to_ref/CHM13/paf/HG00410_2.paf
HG00423_hap1	hap1	HG00423	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG00423_1.paf	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG00423_1.paf
HG00423_hap2	hap2	HG00423	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG00423_2.paf	/net/eichler/vol28/projects/hprc/nobackups/align/asm-to-reference-alignment/results/CHM13/paf/HG00423_2.paf
